<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.04.01	17:45:00	71250	71450	70785	71200	28374	66835	5
2020.04.02	09:00:00	72810	73160	72535	72545	75464	163709	5
2020.04.02	09:15:00	72545	72790	72405	72550	76735	171607	5
2020.04.02	09:30:00	72545	72665	71635	71955	181202	399218	5
2020.04.02	09:45:00	71950	72160	71775	71995	129309	278136	5
2020.04.02	10:00:00	71995	72065	71290	71325	170021	386925	5
2020.04.02	10:15:00	71330	71900	71295	71885	141068	319376	5
2020.04.02	10:30:00	71885	72350	71510	71650	205543	494494	5
2020.04.02	10:45:00	71655	71935	71250	71900	190059	460461	5
2020.04.02	11:00:00	71900	72250	71650	72115	172047	421624	5
2020.04.02	11:15:00	72115	72220	71610	72085	174336	438460	5
2020.04.02	11:30:00	72080	74040	72010	73445	274496	647693	5
2020.04.02	11:45:00	73440	73650	73065	73525	172641	401806	5
2020.04.02	12:00:00	73530	73590	72865	73030	130217	314237	5
2020.04.02	12:15:00	73030	73225	72420	72570	113342	292017	5
2020.04.02	12:30:00	72565	72875	72440	72740	111755	283390	5
2020.04.02	12:45:00	72740	73150	72650	72975	115811	294059	5
2020.04.02	13:00:00	72975	73300	72865	73200	102141	251437	5
2020.04.02	13:15:00	73195	73290	72950	73020	88904	237660	5
2020.04.02	13:30:00	73020	73230	72830	73080	97829	261039	5
2020.04.02	13:45:00	73080	73485	73010	73195	92865	248018	5
2020.04.02	14:00:00	73200	73325	72560	72585	127847	337787	5
2020.04.02	14:15:00	72580	72675	72110	72165	127152	337320	5
2020.04.02	14:30:00	72160	72495	72060	72430	101132	266703	5
2020.04.02	14:45:00	72430	72560	71900	71915	109192	295820	5
2020.04.02	15:00:00	71915	71965	71440	71805	123084	334385	5
2020.04.02	15:15:00	71805	71870	71010	71740	143469	370123	5
2020.04.02	15:30:00	71740	72025	71445	71615	127342	325070	5
2020.04.02	15:45:00	71625	72495	71510	72395	144727	368220	5
2020.04.02	16:00:00	72395	72530	72050	72215	104915	265746	5
2020.04.02	16:15:00	72215	72495	72010	72195	94945	244614	5
2020.04.02	16:30:00	72190	72345	71770	72300	129736	330394	5
2020.04.02	16:45:00	72300	72665	71970	72340	134567	339324	5
2020.04.02	17:00:00	72340	72435	71855	72070	76664	209716	5
2020.04.02	17:15:00	72070	72325	71995	72170	51033	124120	5
2020.04.02	17:30:00	72170	72290	72025	72165	38099	85298	5
2020.04.02	17:45:00	72165	72305	72150	72250	18180	36744	5
2020.04.03	09:00:00	72450	73275	72380	72405	113357	198425	5
2020.04.03	09:15:00	72405	72480	71480	71765	161940	279162	5
2020.04.03	09:30:00	71765	72285	71235	71915	191435	335449	5
2020.04.03	09:45:00	71915	72195	71780	72105	99885	209865	5
2020.04.03	10:00:00	72110	72480	71580	71590	187045	402768	5
2020.04.03	10:15:00	71590	71750	71250	71395	190747	417014	5
2020.04.03	10:30:00	71395	71660	71075	71420	202630	454428	5
2020.04.03	10:45:00	71420	71440	70320	70470	204770	470431	5
2020.04.03	11:00:00	70470	70890	70375	70485	140963	327492	5
2020.04.03	11:15:00	70490	70490	69550	69630	174391	428025	5
2020.04.03	11:30:00	69630	69720	68915	69410	184299	463126	5
2020.04.03	11:45:00	69415	69810	69215	69740	147965	360238	5
2020.04.03	12:00:00	69745	69945	69170	69235	155931	378734	5
2020.04.03	12:15:00	69240	69660	68705	68940	141185	349902	5
2020.04.03	12:30:00	68940	69290	68515	68605	142683	346861	5
2020.04.03	12:45:00	68600	68630	68090	68405	130976	324242	5
2020.04.03	13:00:00	68410	68535	67825	67950	137741	334470	5
2020.04.03	13:15:00	67940	68310	67710	68270	123953	300110	5
2020.04.03	13:30:00	68270	68890	68175	68865	121388	294073	5
2020.04.03	13:45:00	68865	69165	68370	69090	141745	350289	5
2020.04.03	14:00:00	69090	69390	68865	68935	137598	349993	5
2020.04.03	14:15:00	68935	69240	68605	68740	125634	314863	5
2020.04.03	14:30:00	68735	69020	68475	68905	128960	308718	5
2020.04.03	14:45:00	68905	69170	68785	68985	108097	254410	5
2020.04.03	15:00:00	68985	69210	68575	68695	117083	287723	5
2020.04.03	15:15:00	68700	68870	68375	68810	120382	316134	5
2020.04.03	15:30:00	68805	68825	68420	68465	87836	220090	5
2020.04.03	15:45:00	68470	69375	68235	69330	149202	372515	5
2020.04.03	16:00:00	69330	69510	68910	69065	133869	315518	5
2020.04.03	16:15:00	69065	69390	68820	69010	110711	267037	5
2020.04.03	16:30:00	69010	69180	68500	68520	112142	282349	5
2020.04.03	16:45:00	68520	69370	68510	69255	126039	307300	5
2020.04.03	17:00:00	69255	69595	69165	69305	64824	168360	5
2020.04.03	17:15:00	69305	69650	69200	69375	49196	125620	5
2020.04.03	17:30:00	69370	69530	69225	69390	43080	104038	5
2020.04.03	17:45:00	69400	69540	69295	69300	20116	43848	5
2020.04.06	09:00:00	72650	72845	72150	72485	86550	184081	5
2020.04.06	09:15:00	72490	72995	72275	72830	100165	224388	5
2020.04.06	09:30:00	72830	73180	72745	73105	88967	205691	5
2020.04.06	09:45:00	73110	73450	73020	73410	89552	221552	5
2020.04.06	10:00:00	73415	73675	73330	73440	123080	299679	5
2020.04.06	10:15:00	73440	73815	73440	73570	137832	321129	5
2020.04.06	10:30:00	73570	74130	73240	74050	220573	509514	5
2020.04.06	10:45:00	74050	74550	74045	74455	168958	415180	5
2020.04.06	11:00:00	74460	74830	74240	74675	149268	380772	5
2020.04.06	11:15:00	74675	75180	74655	74890	128289	357049	5
2020.04.06	11:30:00	74895	75100	74700	74795	120272	353409	5
2020.04.06	11:45:00	74795	74935	74605	74815	117268	320848	5
2020.04.06	12:00:00	74815	74980	74685	74875	94966	279040	5
2020.04.06	12:15:00	74870	75075	74750	75065	81061	258099	5
2020.04.06	12:30:00	75065	75230	74910	74950	99306	314162	5
2020.04.06	12:45:00	74950	75065	74720	74745	84619	268085	5
2020.04.06	13:00:00	74745	74830	74520	74775	108131	340249	5
2020.04.06	13:15:00	74775	75070	74715	74975	79194	256424	5
2020.04.06	13:30:00	74975	75015	74760	74855	71897	230780	5
2020.04.06	13:45:00	74850	74905	74715	74900	57842	186582	5
2020.04.06	14:00:00	74900	74965	74665	74800	76095	244738	5
2020.04.06	14:15:00	74805	75370	74770	75090	109507	350929	5
2020.04.06	14:30:00	75090	75220	74975	75190	80621	250575	5
2020.04.06	14:45:00	75190	75300	74870	74875	87212	266803	5
2020.04.06	15:00:00	74875	74925	74450	74505	109285	334350	5
2020.04.06	15:15:00	74510	74820	74430	74655	111036	328353	5
2020.04.06	15:30:00	74665	74750	73735	73810	147347	451231	5
2020.04.06	15:45:00	73815	73920	73305	73335	136713	416762	5
2020.04.06	16:00:00	73335	73440	72740	72910	152312	460693	5
2020.04.06	16:15:00	72910	73315	72610	73285	128233	389039	5
2020.04.06	16:30:00	73280	73690	73115	73565	120011	363809	5
2020.04.06	16:45:00	73565	74340	73455	73965	136460	404343	5
2020.04.06	17:00:00	73970	74455	73920	74420	77705	209731	5
2020.04.06	17:15:00	74420	74585	74180	74235	59725	168213	5
2020.04.06	17:30:00	74235	74465	73830	74315	66629	172898	5
2020.04.06	17:45:00	74315	74630	74300	74400	22654	56876	5
2020.04.07	09:00:00	77800	78600	77520	78320	120510	285684	5
2020.04.07	09:15:00	78325	78695	78170	78505	122309	281192	5
2020.04.07	09:30:00	78500	79470	78450	79360	151848	367520	5
2020.04.07	09:45:00	79360	79520	79105	79310	118227	316108	5
2020.04.07	10:00:00	79315	79660	78925	79650	165116	427748	5
2020.04.07	10:15:00	79655	79985	79515	79880	171224	435030	5
2020.04.07	10:30:00	79880	79975	79080	79295	187813	515950	5
2020.04.07	10:45:00	79290	79450	78825	79115	180749	525065	5
2020.04.07	11:00:00	79110	79205	78285	78425	200748	596080	5
2020.04.07	11:15:00	78430	78765	78035	78190	167642	480828	5
2020.04.07	11:30:00	78195	78985	78085	78735	175294	519027	5
2020.04.07	11:45:00	78730	78855	77760	78255	186808	537704	5
2020.04.07	12:00:00	78255	78755	78070	78560	134094	389653	5
2020.04.07	12:15:00	78560	78955	78395	78870	122257	373373	5
2020.04.07	12:30:00	78865	79325	78840	79090	111391	344148	5
2020.04.07	12:45:00	79090	79215	78670	78895	122515	365540	5
2020.04.07	13:00:00	78890	79285	78880	79090	99320	309195	5
2020.04.07	13:15:00	79095	79415	78645	78855	133286	427423	5
2020.04.07	13:30:00	78845	78960	78365	78745	132157	397929	5
2020.04.07	13:45:00	78750	78870	78335	78440	117613	359993	5
2020.04.07	14:00:00	78435	78600	78100	78325	119238	372674	5
2020.04.07	14:15:00	78320	78515	78130	78495	97120	302057	5
2020.04.07	14:30:00	78495	78560	77975	78295	140436	442688	5
2020.04.07	14:45:00	78290	78495	78025	78140	108078	345838	5
2020.04.07	15:00:00	78140	78175	77480	77685	132109	436927	5
2020.04.07	15:15:00	77685	78290	77270	78025	165253	508005	5
2020.04.07	15:30:00	78025	78235	77640	77730	129391	401002	5
2020.04.07	15:45:00	77730	77990	77255	77355	127030	394812	5
2020.04.07	16:00:00	77360	77810	77225	77540	127084	382602	5
2020.04.07	16:15:00	77545	77630	76575	76645	169290	528871	5
2020.04.07	16:30:00	76645	77075	76355	76955	137339	424890	5
2020.04.07	16:45:00	76960	77285	76335	76480	143758	443218	5
2020.04.07	17:00:00	76480	76530	76070	76285	81297	242411	5
2020.04.07	17:15:00	76285	76650	76165	76585	51882	141734	5
2020.04.07	17:30:00	76585	76650	76290	76375	46422	120510	5
2020.04.07	17:45:00	76370	76710	76370	76595	17639	53462	5
2020.04.08	09:00:00	77050	77695	76800	77575	97932	226679	5
2020.04.08	09:15:00	77575	77765	77135	77140	122347	305117	5
2020.04.08	09:30:00	77140	77235	76665	76795	158739	409645	5
2020.04.08	09:45:00	76795	76915	76350	76610	143466	362777	5
2020.04.08	10:00:00	76610	76840	76205	76235	200889	501051	5
2020.04.08	10:15:00	76230	76620	76115	76485	163476	399576	5
2020.04.08	10:30:00	76480	77090	76330	76930	229730	584327	5
2020.04.08	10:45:00	76935	77150	76315	76440	191255	498508	5
2020.04.08	11:00:00	76440	76780	76180	76715	159233	430123	5
2020.04.08	11:15:00	76715	77425	76655	77275	168181	479205	5
2020.04.08	11:30:00	77275	77450	76910	77205	136163	396851	5
2020.04.08	11:45:00	77200	77485	76865	77175	152899	441781	5
2020.04.08	12:00:00	77180	77400	76805	77330	135542	397070	5
2020.04.08	12:15:00	77330	77900	77245	77775	139203	433077	5
2020.04.08	12:30:00	77775	78095	77625	77950	114662	356864	5
2020.04.08	12:45:00	77950	78355	77765	77785	127536	380626	5
2020.04.08	13:00:00	77780	77900	77550	77850	106951	322511	5
2020.04.08	13:15:00	77855	78115	77670	77690	105740	319138	5
2020.04.08	13:30:00	77685	77945	77485	77765	121998	364674	5
2020.04.08	13:45:00	77765	77820	77450	77630	82736	250674	5
2020.04.08	14:00:00	77630	77845	77470	77835	99794	308692	5
2020.04.08	14:15:00	77830	78040	77715	77735	94907	291683	5
2020.04.08	14:30:00	77740	77845	77335	77430	106553	332673	5
2020.04.08	14:45:00	77430	77775	77370	77575	99161	309428	5
2020.04.08	15:00:00	77580	77875	77535	77705	92964	279681	5
2020.04.08	15:15:00	77700	78400	77660	78180	122440	400893	5
2020.04.08	15:30:00	78180	78690	78105	78565	117856	393730	5
2020.04.08	15:45:00	78570	78775	78440	78660	97275	315428	5
2020.04.08	16:00:00	78665	79115	78520	78740	113217	378710	5
2020.04.08	16:15:00	78740	78930	78590	78755	92726	301104	5
2020.04.08	16:30:00	78755	79020	78520	78840	104743	352122	5
2020.04.08	16:45:00	78840	79180	78520	78630	121352	397106	5
2020.04.08	17:00:00	78625	78855	78560	78825	52029	168377	5
2020.04.08	17:15:00	78820	78820	78640	78675	33866	118547	5
2020.04.08	17:30:00	78675	78960	78665	78915	29349	97248	5
2020.04.08	17:45:00	78920	79125	78780	79090	21599	71102	5
2020.04.09	09:00:00	78510	78590	77680	77780	103868	243514	5
2020.04.09	09:15:00	77785	78040	77595	78005	100497	245634	5
2020.04.09	09:30:00	78000	78770	77980	78565	184825	452762	5
2020.04.09	09:45:00	78565	79290	78500	79175	161874	431235	5
2020.04.09	10:00:00	79170	79740	79015	79500	165129	443516	5
2020.04.09	10:15:00	79500	79870	79450	79530	137923	365674	5
2020.04.09	10:30:00	79530	80050	79410	79860	198224	580287	5
2020.04.09	10:45:00	79860	80080	79665	79980	130373	398172	5
2020.04.09	11:00:00	79980	80000	79310	79430	151667	438195	5
2020.04.09	11:15:00	79430	80130	78935	80125	191318	603900	5
2020.04.09	11:30:00	80120	80470	80005	80220	174334	529713	5
2020.04.09	11:45:00	80220	80415	79805	79900	141150	429495	5
2020.04.09	12:00:00	79900	79925	79220	79495	158155	498993	5
2020.04.09	12:15:00	79490	79600	79080	79560	139310	441188	5
2020.04.09	12:30:00	79565	79685	79135	79425	123957	361665	5
2020.04.09	12:45:00	79430	79575	79185	79275	86183	265470	5
2020.04.09	13:00:00	79270	79315	78810	79235	122593	369892	5
2020.04.09	13:15:00	79230	79625	79175	79270	105693	325701	5
2020.04.09	13:30:00	79265	79590	79115	79375	103546	321189	5
2020.04.09	13:45:00	79375	79625	79220	79565	98355	322411	5
2020.04.09	14:00:00	79560	79580	78935	79160	114385	357166	5
2020.04.09	14:15:00	79165	79300	78705	78945	127216	388308	5
2020.04.09	14:30:00	78940	79155	78250	78365	150466	461123	5
2020.04.09	14:45:00	78370	78575	78155	78490	108580	341250	5
2020.04.09	15:00:00	78490	78535	77875	78025	127666	413382	5
2020.04.09	15:15:00	78025	78355	77820	77995	126342	419578	5
2020.04.09	15:30:00	77995	78290	77620	77840	124111	434911	5
2020.04.09	15:45:00	77835	77925	77420	77750	102577	358362	5
2020.04.09	16:00:00	77750	78220	77715	78110	109466	375842	5
2020.04.09	16:15:00	78110	78200	77840	78130	88550	303704	5
2020.04.09	16:30:00	78130	78410	77925	78190	110826	365973	5
2020.04.09	16:45:00	78190	78240	77830	77985	94545	320153	5
2020.04.09	17:00:00	77985	78025	77725	77790	54427	178509	5
2020.04.09	17:15:00	77790	77915	77750	77860	29488	96554	5
2020.04.09	17:30:00	77860	78000	77790	77960	26245	80874	5
2020.04.09	17:45:00	77965	78190	77930	78190	12750	47421	5
2020.04.13	09:00:00	77520	77760	76985	77025	134097	331782	5
2020.04.13	09:15:00	77025	77160	76835	76985	111627	287438	5
2020.04.13	09:30:00	76985	77285	76695	76725	136192	356330	5
2020.04.13	09:45:00	76725	77040	76665	76995	118093	314456	5
2020.04.13	10:00:00	76995	77640	76990	77585	179345	469806	5
2020.04.13	10:15:00	77585	77850	77165	77260	167775	463659	5
2020.04.13	10:30:00	77255	77355	76425	76710	226732	659210	5
2020.04.13	10:45:00	76705	77095	76435	76750	171719	497313	5
2020.04.13	11:00:00	76750	77580	76625	77500	162700	476964	5
2020.04.13	11:15:00	77495	77730	76960	77655	183025	542402	5
2020.04.13	11:30:00	77655	77670	76675	76740	157452	489255	5
2020.04.13	11:45:00	76740	77070	76600	76850	132540	398280	5
2020.04.13	12:00:00	76845	76965	76315	76725	135474	435960	5
2020.04.13	12:15:00	76725	77330	76720	77230	118213	365837	5
2020.04.13	12:30:00	77235	77365	76855	76930	118062	367833	5
2020.04.13	12:45:00	76930	77490	76895	77290	115706	362759	5
2020.04.13	13:00:00	77285	77935	77190	77930	108894	353909	5
2020.04.13	13:15:00	77930	78095	77720	77795	92984	292116	5
2020.04.13	13:30:00	77790	78045	77670	77890	97793	303177	5
2020.04.13	13:45:00	77895	78170	77520	77745	114387	361029	5
2020.04.13	14:00:00	77745	78045	77430	77575	112820	357585	5
2020.04.13	14:15:00	77575	77905	77420	77730	107584	336055	5
2020.04.13	14:30:00	77735	77845	77330	77845	111548	363062	5
2020.04.13	14:45:00	77840	78590	77785	78315	142869	475112	5
2020.04.13	15:00:00	78315	78585	78080	78165	126573	411392	5
2020.04.13	15:15:00	78165	78310	77970	78165	97606	317496	5
2020.04.13	15:30:00	78165	78475	77865	78045	120411	388538	5
2020.04.13	15:45:00	78045	78240	77925	78130	98454	321098	5
2020.04.13	16:00:00	78130	78165	77570	77860	119556	397745	5
2020.04.13	16:15:00	77860	78465	77710	78460	124336	424030	5
2020.04.13	16:30:00	78455	78610	78260	78465	106477	378845	5
2020.04.13	16:45:00	78465	78920	78360	78815	121925	430739	5
2020.04.13	17:00:00	78815	79050	78640	78835	71096	235553	5
2020.04.13	17:15:00	78835	78995	78745	78920	42939	142227	5
2020.04.13	17:30:00	78920	79220	78830	79115	39643	138803	5
2020.04.13	17:45:00	79110	79345	79050	79255	16921	56058	5
2020.04.14	09:00:00	80290	80700	80080	80590	131064	346231	5
2020.04.14	09:15:00	80590	80745	80235	80390	107325	301518	5
2020.04.14	09:30:00	80390	80780	80135	80240	136204	365828	5
2020.04.14	09:45:00	80240	80690	80175	80310	124352	336391	5
2020.04.14	10:00:00	80305	80815	80020	80580	205044	592760	5
2020.04.14	10:15:00	80580	80865	80490	80595	131683	375800	5
2020.04.14	10:30:00	80590	80965	80350	80840	187352	528264	5
2020.04.14	10:45:00	80840	81135	80650	81125	121958	374460	5
2020.04.14	11:00:00	81125	81465	81070	81415	129142	405082	5
2020.04.14	11:15:00	81415	81625	81230	81445	120330	367522	5
2020.04.14	11:30:00	81450	81725	81300	81575	122960	384079	5
2020.04.14	11:45:00	81575	81640	81230	81270	105215	323206	5
2020.04.14	12:00:00	81265	81485	81040	81275	140486	442671	5
2020.04.14	12:15:00	81270	81530	81200	81265	108961	352217	5
2020.04.14	12:30:00	81265	81615	81205	81460	87972	297873	5
2020.04.14	12:45:00	81465	81510	81150	81200	82195	273069	5
2020.04.14	13:00:00	81205	81410	81180	81205	72226	244696	5
2020.04.14	13:15:00	81205	81480	81195	81270	64911	226234	5
2020.04.14	13:30:00	81275	81300	80815	80825	95751	319791	5
2020.04.14	13:45:00	80825	80900	80570	80590	99710	338791	5
2020.04.14	14:00:00	80595	80670	80355	80545	114444	369122	5
2020.04.14	14:15:00	80540	80625	80355	80485	72942	238850	5
2020.04.14	14:30:00	80480	80765	80470	80660	95513	309916	5
2020.04.14	14:45:00	80660	80835	80550	80610	81723	265724	5
2020.04.14	15:00:00	80600	80795	80400	80625	94791	310147	5
2020.04.14	15:15:00	80620	80780	80540	80605	71068	242619	5
2020.04.14	15:30:00	80605	80635	80265	80395	96683	317174	5
2020.04.14	15:45:00	80395	80745	80325	80635	80716	257035	5
2020.04.14	16:00:00	80630	80635	80335	80490	74728	247040	5
2020.04.14	16:15:00	80485	80600	80150	80300	102123	355798	5
2020.04.14	16:30:00	80300	80450	80200	80215	69589	246949	5
2020.04.14	16:45:00	80215	80260	79850	80000	109285	390977	5
2020.04.14	17:00:00	80005	80025	79835	79920	44476	151379	5
2020.04.14	17:15:00	79915	80045	79800	80020	31842	111339	5
2020.04.14	17:30:00	80020	80240	80010	80040	35457	113573	5
2020.04.14	17:45:00	80040	80300	79930	80185	20726	66944	5
2020.04.15	09:00:00	78115	78470	77895	78360	61298	146413	5
2020.04.15	09:15:00	78365	78725	78250	78565	84322	228130	5
2020.04.15	09:30:00	78550	78595	78155	78325	99578	263491	5
2020.04.15	09:45:00	78325	78400	78085	78260	89616	241544	5
2020.04.15	10:00:00	78265	78425	77810	77880	128107	347505	5
2020.04.15	10:15:00	77880	78650	77825	78605	136350	393087	5
2020.04.15	10:30:00	78605	78795	78325	78375	155934	488867	5
2020.04.15	10:45:00	78375	78845	78270	78695	148457	441579	5
2020.04.15	11:00:00	78700	78790	78405	78630	118380	366320	5
2020.04.15	11:15:00	78630	78665	78255	78550	126106	393847	5
2020.04.15	11:30:00	78545	78640	78265	78385	95869	310305	5
2020.04.15	11:45:00	78385	78600	78330	78490	65635	222042	5
2020.04.15	12:00:00	78485	78570	78365	78430	65702	219611	5
2020.04.15	12:15:00	78435	78525	78285	78470	62615	206931	5
2020.04.15	12:30:00	78475	78650	78465	78605	62453	198586	5
2020.04.15	12:45:00	78605	78980	78555	78850	89659	307074	5
2020.04.15	13:00:00	78850	78975	78770	78950	56169	180263	5
2020.04.15	13:15:00	78950	79365	78945	79305	92847	297675	5
2020.04.15	13:30:00	79300	79840	79260	79745	97722	321843	5
2020.04.15	13:45:00	79750	79860	79620	79675	65168	218178	5
2020.04.15	14:00:00	79675	80075	79485	80045	105752	363228	5
2020.04.15	14:15:00	80045	80280	79910	79965	103643	352617	5
2020.04.15	14:30:00	79965	80080	79600	79650	92997	318670	5
2020.04.15	14:45:00	79655	79810	79410	79515	93944	315387	5
2020.04.15	15:00:00	79515	79890	79500	79780	98467	308694	5
2020.04.15	15:15:00	79780	79825	79230	79425	108451	362548	5
2020.04.15	15:30:00	79425	79630	79275	79415	95365	311399	5
2020.04.15	15:45:00	79415	79520	79265	79495	83269	284349	5
2020.04.15	16:00:00	79500	79625	79120	79295	93967	321139	5
2020.04.15	16:15:00	79300	79800	79260	79510	105836	365643	5
2020.04.15	16:30:00	79510	79640	79345	79560	88127	314015	5
2020.04.15	16:45:00	79560	79665	79350	79470	76261	270228	5
2020.04.15	17:00:00	79470	79505	79075	79290	70997	237095	5
2020.04.15	17:15:00	79295	79335	79135	79230	28949	96283	5
2020.04.15	17:30:00	79230	79445	79155	79395	27074	83903	5
2020.04.15	17:45:00	79385	79520	79235	79520	16398	55055	5
2020.04.16	09:00:00	79950	80135	79595	79625	65539	183948	5
2020.04.16	09:15:00	79620	79700	79550	79590	59844	176007	5
2020.04.16	09:30:00	79595	80295	79490	80015	166347	494264	5
2020.04.16	09:45:00	80020	80295	79915	80100	112810	342792	5
2020.04.16	10:00:00	80105	80400	79960	80225	139428	447959	5
2020.04.16	10:15:00	80225	80265	79790	79875	112853	337884	5
2020.04.16	10:30:00	79875	79925	79305	79525	166509	568947	5
2020.04.16	10:45:00	79525	79570	78700	78750	169121	562465	5
2020.04.16	11:00:00	78750	78850	78065	78180	162711	551487	5
2020.04.16	11:15:00	78180	78630	78180	78465	108605	368937	5
